Group,OrigProgram,Marker Color,Marker Icon,Icon Color,Custom Size,Image,Year,Name,Description,Location,Latitude,Longitude,Geocoded address,Street,Town,InformalTown,Zip
Operating Support,ENDOW,orange,,,,,2018,Cultural Alliance of Fairfield County,"$1,370",301 West Avenue Norwalk CT 06850-4002,41.109776,-73.41811,"301 WEST AVE, NORWALK, CT, 06850",301 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,ENDOW,orange,,,,,2019,Creative Connections,"$2,052",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,ENDOW,orange,,,,,2019,Cultural Alliance of Fairfield County,$796,301 West Avenue Norwalk CT 06850-4002,41.109776,-73.41811,"301 WEST AVE, NORWALK, CT, 06850",301 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,ENDOW,orange,,,,,2020,Creative Connections,"$2,979",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,ENDOW,orange,,,,,2020,Cultural Alliance of Fairfield County,"$8,740",301 West Avenue Norwalk CT 06850-4002,41.109776,-73.41811,"301 WEST AVE, NORWALK, CT, 06850",301 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,Mandated,orange,,,,,2017,Cultural Alliance of Fairfield County,"$52,000",301 West Avenue Norwalk CT 06850-4002,41.109776,-73.41811,"301 WEST AVE, NORWALK, CT, 06850",301 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,SAP,orange,,,,,2017,Creative Connections,"$8,115",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,SAP,orange,,,,,2018,Creative Connections,"$4,285",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,SAP,orange,,,,,2019,Creative Connections,"$5,000",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,SAP,orange,,,,,2020,Creative Connections,"$4,200",303 West Avenue Norwalk CT 06850-4002,41.109787,-73.41811,"303 WEST AVE, NORWALK, CT, 06850",303 West Avenue,Norwalk,Norwalk,06850-4002
Operating Support,ENDOW,orange,,,,,2018,Village Center for the Arts,"$2,050",12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Operating Support,ENDOW,orange,,,,,2019,Village Center for the Arts,$969,12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Operating Support,ENDOW,orange,,,,,2020,Village Center for the Arts,"$1,453",12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Operating Support,SAP,orange,,,,,2018,Village Center for the Arts,"$2,798",12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Operating Support,SAP,orange,,,,,2020,Village Center for the Arts,"$5,950",12 Main Street New Milford CT 06776-2820,41.576996,-73.40995,"12 MAIN ST, NEW MILFORD, CT, 06776",12 Main Street,New Milford,New Milford,06776-2820
Operating Support,ENDOW,orange,,,,,2017,"Norwalk Symphony Society, Inc.",$961,25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,ENDOW,orange,,,,,2019,"Norwalk Symphony Society, Inc.","$1,835",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,ENDOW,orange,,,,,2020,"Norwalk Symphony Society, Inc.","$5,478",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,SAP,orange,,,,,2017,"Norwalk Symphony Society, Inc.","$7,187",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,SAP,orange,,,,,2018,"Norwalk Symphony Society, Inc.","$5,961",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,SAP,orange,,,,,2019,"Norwalk Symphony Society, Inc.","$5,000",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,SAP,orange,,,,,2020,"Norwalk Symphony Society, Inc.","$5,950",25 Van Zant Street Norwalk CT 06855,41.101273,-73.40797,"25 VAN ZANT ST, NORWALK, CT, 06855",25 Van Zant Street,Norwalk,Norwalk,6855
Operating Support,ENDOW,orange,,,,,2017,Norwalk 2.0,$500,28 Morgan Avenue Norwalk CT 06851-5012,41.11776,-73.405464,"28 MORGAN AVE, NORWALK, CT, 06851",28 Morgan Avenue,Norwalk,Norwalk,06851-5012
Operating Support,ENDOW,orange,,,,,2017,"Music Theatre of CT, Inc.","$1,118",509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,ENDOW,orange,,,,,2018,"Music Theatre of CT, Inc.","$1,345",509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,ENDOW,orange,,,,,2019,"Music Theatre of CT, Inc.",$838,509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,ENDOW,orange,,,,,2020,"Music Theatre of CT, Inc.","$2,371",509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,SAP,orange,,,,,2018,"Sono Dance Company, Inc.","$4,152",509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,SAP,orange,,,,,2020,"Music Theatre of CT, Inc.","$8,750",509 Westport Avenue Norwalk CT 06851,41.127438,-73.38503,"509 WESTPORT AVE, NORWALK, CT, 06851",509 Westport Avenue,Norwalk,Norwalk,6851
Operating Support,SAP,orange,,,,,2017,"Westport School of Music, Inc.","$4,481",18 Woods Grove Road Westport CT 06880,41.150417,-73.36403,"18 WOODS GROVE RD, WESTPORT, CT, 06880",18 Woods Grove Road,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2018,"Westport School of Music, Inc.","$2,614",18 Woods Grove Road Westport CT 06880,41.150417,-73.36403,"18 WOODS GROVE RD, WESTPORT, CT, 06880",18 Woods Grove Road,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2019,"Westport School of Music, Inc.","$5,000",18 Woods Grove Road Westport CT 06880,41.150417,-73.36403,"18 WOODS GROVE RD, WESTPORT, CT, 06880",18 Woods Grove Road,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2020,"Westport School of Music, Inc.","$5,950",18 Woods Grove Road Westport CT 06880,41.150417,-73.36403,"18 WOODS GROVE RD, WESTPORT, CT, 06880",18 Woods Grove Road,Westport,Westport,6880
Operating Support,ENDOW,orange,,,,,2017,Westport Arts Center,"$2,837",51 Riverside Avenue Westport CT 06880-4215,41.13842,-73.36376,"51 RIVERSIDE AVE, WESTPORT, CT, 06880",51 Riverside Avenue,Westport,Westport,06880-4215
Operating Support,ENDOW,orange,,,,,2018,Westport Arts Center,"$20,428",51 Riverside Avenue Westport CT 06880-4215,41.13842,-73.36376,"51 RIVERSIDE AVE, WESTPORT, CT, 06880",51 Riverside Avenue,Westport,Westport,06880-4215
Operating Support,SAP,orange,,,,,2017,Westport Arts Center,"$9,785",51 Riverside Avenue Westport CT 06880-4215,41.13842,-73.36376,"51 RIVERSIDE AVE, WESTPORT, CT, 06880",51 Riverside Avenue,Westport,Westport,06880-4215
Operating Support,SAP,orange,,,,,2018,Westport Arts Center,"$6,462",51 Riverside Avenue Westport CT 06880-4215,41.13842,-73.36376,"51 RIVERSIDE AVE, WESTPORT, CT, 06880",51 Riverside Avenue,Westport,Westport,06880-4215
Operating Support,SAP,orange,,,,,2019,Westport Arts Center,"$10,000",51 Riverside Avenue Westport CT 06880-4215,41.13842,-73.36376,"51 RIVERSIDE AVE, WESTPORT, CT, 06880",51 Riverside Avenue,Westport,Westport,06880-4215
Operating Support,SAP,orange,,,,,2018,"Beechwood Arts, Inc.",$804,52 Weston Road Westport CT 06880,41.168503,-73.36129,"52 WESTON RD, WESTPORT, CT, 06880",52 Weston Road,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2020,"Suzuki Music School of Westport, Inc.","$7,500","246 Post Road East, Ste. 304 Westport CT 06880",41.14118,-73.357025,"246 POST RD E, WESTPORT, CT, 06880","246 Post Road East, Ste. 304",Westport,Westport,6880
Operating Support,DirLocal,orange,,,,,2018,Westport Country Playhouse,"$34,660",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,DirLocal,orange,,,,,2019,Westport Country Playhouse,"$43,325",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,DirLocal,orange,,,,,2020,Westport Country Playhouse,"$43,325",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,ENDOW,orange,,,,,2017,Westport Country Playhouse,"$5,709",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,ENDOW,orange,,,,,2018,Westport Country Playhouse,"$29,848",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,ENDOW,orange,,,,,2019,Westport Country Playhouse,"$40,237",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,ENDOW,orange,,,,,2020,Westport Country Playhouse,"$9,073",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,Mandated,orange,,,,,2017,Westport Country Playhouse,"$43,325",25 Powers Court Westport CT 06880-3621,41.141163,-73.35509,"25 POWERS CT, WESTPORT, CT, 06880",25 Powers Court,Westport,Westport,06880-3621
Operating Support,ENDOW,orange,,,,,2017,Fairfield County Chorale,$521,"606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,ENDOW,orange,,,,,2019,Fairfield County Chorale,"$2,208","606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,SAP,orange,,,,,2017,"Connecticut Alliance for Music, Inc.","$3,034",606 Post Road East #485 Westport CT 06880,41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880",606 Post Road East #485,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2017,Fairfield County Chorale,"$6,606","606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,SAP,orange,,,,,2018,"Connecticut Alliance for Music, Inc.","$2,957",606 Post Road East #485 Westport CT 06880,41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880",606 Post Road East #485,Westport,Westport,6880
Operating Support,SAP,orange,,,,,2018,Fairfield County Chorale,"$6,454","606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,SAP,orange,,,,,2019,Fairfield County Chorale,"$5,000","606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,SAP,orange,,,,,2020,Fairfield County Chorale,"$4,200","606 Post Road E, #705 Westport CT 06880",41.138706,-73.34476,"606 POST RD E, WESTPORT, CT, 06880","606 Post Road E, #705",Westport,Westport,6880
Operating Support,SAP,orange,,,,,2018,Connecticut Chamber Choir,"$1,016",4 Post Gate Road Trumbull CT 06611,41.271816,-73.25876,"4 POST GATE RD, TRUMBULL, CT, 06611",4 Post Gate Road,Trumbull,Trumbull,6611
Operating Support,ENDOW,orange,,,,,2019,"Arts Escape, Inc.",$875,"88 Main Street, South Southbury CT 06488",41.477974,-73.2165,"88 MAIN ST S, SOUTHBURY, CT, 06488","88 Main Street, South",Southbury,Southbury,6488
Operating Support,ENDOW,orange,,,,,2020,"Arts Escape, Inc.",$837,"88 Main Street, South Southbury CT 06488",41.477974,-73.2165,"88 MAIN ST S, SOUTHBURY, CT, 06488","88 Main Street, South",Southbury,Southbury,6488
Operating Support,SAP,orange,,,,,2019,"Arts Escape, Inc.","$5,000","88 Main Street, South Southbury CT 06488",41.477974,-73.2165,"88 MAIN ST S, SOUTHBURY, CT, 06488","88 Main Street, South",Southbury,Southbury,6488
Operating Support,SAP,orange,,,,,2020,"Arts Escape, Inc.","$5,950","88 Main Street, South Southbury CT 06488",41.477974,-73.2165,"88 MAIN ST S, SOUTHBURY, CT, 06488","88 Main Street, South",Southbury,Southbury,6488
Operating Support,SAP,orange,,,,,2017,Main Street Ballet Company,"$1,866",124 S. Pomperaug Avenue Woodbury CT 06798,41.52499,-73.204765,"124 S POMPERAUG AVE, WOODBURY, CT, 06798",124 S. Pomperaug Avenue,Woodbury,Woodbury,6798
Operating Support,SAP,orange,,,,,2018,Main Street Ballet Company,"$2,674",124 S. Pomperaug Avenue Woodbury CT 06798,41.52499,-73.204765,"124 S POMPERAUG AVE, WOODBURY, CT, 06798",124 S. Pomperaug Avenue,Woodbury,Woodbury,6798
Operating Support,SAP,orange,,,,,2019,Main Street Ballet Company,"$2,000",124 S. Pomperaug Avenue Woodbury CT 06798,41.52499,-73.204765,"124 S POMPERAUG AVE, WOODBURY, CT, 06798",124 S. Pomperaug Avenue,Woodbury,Woodbury,6798
Operating Support,SAP,orange,,,,,2020,Main Street Ballet Company,"$2,700",124 S. Pomperaug Avenue Woodbury CT 06798,41.52499,-73.204765,"124 S POMPERAUG AVE, WOODBURY, CT, 06798",124 S. Pomperaug Avenue,Woodbury,Woodbury,6798
Operating Support,ENDOW,orange,,,,,2019,Valley Shakespeare Festival,$584,6 Hayfield Drive Shelton CT 06484,41.323467,-73.137634,"6 HAYFIELD DR, SHELTON, CT, 06484",6 Hayfield Drive,Shelton,Shelton,6484
Operating Support,ENDOW,orange,,,,,2018,Mighty Quinn Foundation,"$2,185",320 Shore Road Stratford CT 06615,41.18303,-73.12746,"320 SHORE RD, STRATFORD, CT, 06615",320 Shore Road,Stratford,Stratford,6615
Operating Support,ENDOW,orange,,,,,2019,Mighty Quinn Foundation,$580,320 Shore Road Stratford CT 06615,41.18303,-73.12746,"320 SHORE RD, STRATFORD, CT, 06615",320 Shore Road,Stratford,Stratford,6615
Operating Support,SAP,orange,,,,,2017,Mighty Quinn Foundation,"$2,116",320 Shore Road Stratford CT 06615,41.18303,-73.12746,"320 SHORE RD, STRATFORD, CT, 06615",320 Shore Road,Stratford,Stratford,6615
Operating Support,SAP,orange,,,,,2017,Brass City Ballet,"$5,567",1255 Middlebury Road Middlebury CT 06762-2333,41.533417,-73.12395,"1255 MIDDLEBURY RD, MIDDLEBURY, CT, 06762",1255 Middlebury Road,Middlebury,Middlebury,06762-2333
Operating Support,SAP,orange,,,,,2018,Brass City Ballet,"$6,321",1255 Middlebury Road Middlebury CT 06762-2333,41.533417,-73.12395,"1255 MIDDLEBURY RD, MIDDLEBURY, CT, 06762",1255 Middlebury Road,Middlebury,Middlebury,06762-2333
Operating Support,SAP,orange,,,,,2019,Brass City Ballet,"$5,000",1255 Middlebury Road Middlebury CT 06762-2333,41.533417,-73.12395,"1255 MIDDLEBURY RD, MIDDLEBURY, CT, 06762",1255 Middlebury Road,Middlebury,Middlebury,06762-2333
Operating Support,SAP,orange,,,,,2020,Brass City Ballet,"$5,950",1255 Middlebury Road Middlebury CT 06762-2333,41.533417,-73.12395,"1255 MIDDLEBURY RD, MIDDLEBURY, CT, 06762",1255 Middlebury Road,Middlebury,Middlebury,06762-2333
Operating Support,SAP,orange,,,,,2018,Joyful Noise,"$3,246",220 Prospect Street Torrington CT 06790-5314,41.802,-73.122986,"220 PROSPECT ST, TORRINGTON, CT, 06790",220 Prospect Street,Torrington,Torrington,06790-5314
Operating Support,ENDOW,orange,,,,,2018,Nutmeg Conservatory for the Arts,"$4,370",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,ENDOW,orange,,,,,2019,Nutmeg Conservatory for the Arts,$642,58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,ENDOW,orange,,,,,2020,Nutmeg Conservatory for the Arts,"$2,704",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,SAP,orange,,,,,2017,Nutmeg Conservatory for the Arts,"$9,439",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,SAP,orange,,,,,2018,Nutmeg Conservatory for the Arts,"$8,000",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,SAP,orange,,,,,2019,Nutmeg Conservatory for the Arts,"$12,500",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,SAP,orange,,,,,2020,Nutmeg Conservatory for the Arts,"$10,500",58 Main Street Torrington CT 06790-5303,41.80164,-73.121376,"58 MAIN ST, TORRINGTON, CT, 06790",58 Main Street,Torrington,Torrington,06790-5303
Operating Support,ENDOW,orange,,,,,2017,"Five Points Gallery, Inc.","$2,031",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,ENDOW,orange,,,,,2018,"Five Points Gallery, Inc.",$581,33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,ENDOW,orange,,,,,2019,"Five Points Gallery, Inc.","$2,929",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,ENDOW,orange,,,,,2020,"Five Points Gallery, Inc.","$6,781",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,SAP,orange,,,,,2018,"Five Points Gallery, Inc.","$3,427",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,SAP,orange,,,,,2019,"Five Points Gallery, Inc.","$5,000",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,SAP,orange,,,,,2020,"Five Points Gallery, Inc.","$5,950",33 Main Street Torrington CT 06790-5304,41.80138,-73.12136,"33 MAIN ST, TORRINGTON, CT, 06790",33 Main Street,Torrington,Torrington,06790-5304
Operating Support,ENDOW,orange,,,,,2017,Northwest Connecticut Arts Council,$914,40 Main Street Torrington CT 06790-3060,41.801304,-73.12134,"40 MAIN ST, TORRINGTON, CT, 06790",40 Main Street,Torrington,Torrington,06790-3060
Operating Support,ENDOW,orange,,,,,2018,Northwest Connecticut Arts Council,$825,40 Main Street Torrington CT 06790-3060,41.801304,-73.12134,"40 MAIN ST, TORRINGTON, CT, 06790",40 Main Street,Torrington,Torrington,06790-3060
Operating Support,ENDOW,orange,,,,,2019,Northwest Connecticut Arts Council,$711,40 Main Street Torrington CT 06790-3060,41.801304,-73.12134,"40 MAIN ST, TORRINGTON, CT, 06790",40 Main Street,Torrington,Torrington,06790-3060
Operating Support,ENDOW,orange,,,,,2020,Northwest Connecticut Arts Council,"$1,889",40 Main Street Torrington CT 06790-3060,41.801304,-73.12134,"40 MAIN ST, TORRINGTON, CT, 06790",40 Main Street,Torrington,Torrington,06790-3060
Operating Support,SAP,orange,,,,,2018,"Center Stage Theatre, Inc.","$3,294",494 Bridgeport Avenue Shelton CT 06484,41.2847,-73.11552,"494 BRIDGEPORT AVE, SHELTON, CT, 06484",494 Bridgeport Avenue,Shelton,Shelton,6484
Operating Support,SAP,orange,,,,,2019,"Center Stage Theatre, Inc.","$5,000",494 Bridgeport Avenue Shelton CT 06484,41.2847,-73.11552,"494 BRIDGEPORT AVE, SHELTON, CT, 06484",494 Bridgeport Avenue,Shelton,Shelton,6484
Operating Support,ENDOW,orange,,,,,2019,Milford Fine Arts Council,$500,40 Railroad Avenue South Milford CT 06460-3332,41.222904,-73.05904,"40 RAILROAD AVE, MILFORD, CT, 06460",40 Railroad Avenue South,Milford,Milford,06460-3332
